timestamp,bucket,notional,side
2026-04-15T23:35:18.183991,74600,298.2,BUY
2026-04-15T23:35:20.872049,74600,74.54,BUY
2026-04-15T23:35:43.211583,74600,2011.99,BUY
2026-04-15T23:36:11.523946,74600,22293.47,BUY
2026-04-15T23:42:03.246126,74000,1552.34,SELL
2026-04-15T23:43:06.688150,74600,1490.43,BUY
2026-04-15T23:45:09.419986,74600,4995.62,BUY
2026-04-15T23:45:12.303440,74600,3728.28,BUY
2026-04-15T23:45:21.246052,74600,74.58,BUY
2026-04-15T23:45:22.322314,74600,745.82,BUY
2026-04-15T23:46:14.181550,74600,522.16,BUY
2026-04-15T23:46:55.212553,74600,3506.28,BUY
2026-04-15T23:46:57.159574,74600,298.42,BUY
2026-04-15T23:47:02.370955,74600,2984.79,BUY
2026-04-15T23:47:03.567550,74600,1790.91,BUY
2026-04-15T23:47:29.139943,74600,373.01,BUY
2026-04-16T00:00:06.319854,73800,221.6,SELL
2026-04-16T00:02:43.262948,74000,2217.02,SELL
2026-04-16T00:19:24.626324,74600,7907.26,BUY
2026-04-16T00:20:26.050149,74600,4179.1,BUY
2026-04-16T00:20:27.230915,74600,4701.82,BUY
2026-04-16T00:20:29.676542,74600,447.81,BUY
2026-04-16T00:20:34.569145,74600,597.13,BUY
2026-04-16T00:20:39.421803,74600,1343.64,BUY
2026-04-16T00:21:12.141515,74600,3508.48,BUY
2026-04-16T00:26:26.194501,74000,74.02,SELL
2026-04-16T00:28:49.538904,74600,11347.32,BUY
2026-04-16T00:28:56.181030,74600,7914.11,BUY
2026-04-16T00:28:58.294507,74600,3583.8,BUY
2026-04-16T00:32:43.569214,74600,149.33,BUY
2026-04-16T00:32:51.271952,74600,201850.31,BUY
2026-04-16T00:32:58.983067,74600,10231.61,BUY
2026-04-16T00:33:14.060417,74800,302942.97,BUY
2026-04-16T00:33:15.829731,74800,4483.1,BUY
2026-04-16T00:33:18.120321,74800,5006.29,BUY
2026-04-16T00:33:20.389844,74800,97393.52,BUY
2026-04-16T00:33:21.496878,74800,121556.35,BUY
2026-04-16T00:33:22.535801,74800,224.28,BUY
2026-04-16T00:33:38.979956,74800,5158.08,BUY
2026-04-16T00:34:36.559882,74200,74.11,SELL
2026-04-16T00:35:30.327267,74800,12561.31,BUY
2026-04-16T00:35:31.070864,74800,47859.07,BUY
2026-04-16T00:35:32.318233,74800,5459.66,BUY
2026-04-16T00:35:33.182034,74800,23111.19,BUY
2026-04-16T00:35:35.188767,74800,1570.79,BUY
2026-04-16T00:35:35.443707,74800,28427.76,BUY
2026-04-16T00:36:10.094391,74800,1197.05,BUY
2026-04-16T00:36:11.603781,74800,149.63,BUY
2026-04-16T00:36:46.150607,74800,198269.02,BUY
2026-04-16T00:36:48.065520,74800,210563.74,BUY
2026-04-16T00:36:49.304843,74800,149678.8,BUY
2026-04-16T00:36:50.316982,74800,3741.69,BUY
2026-04-16T00:36:52.085325,74800,20582.35,BUY
2026-04-16T00:36:52.448809,74800,17889.51,BUY
2026-04-16T00:37:02.120001,74800,28894.26,BUY
2026-04-16T00:37:06.173133,74800,823.5,BUY
2026-04-16T00:37:13.523288,74800,149.74,BUY
2026-04-16T00:37:15.976589,74800,74884.2,BUY
2026-04-16T00:37:17.063286,74800,20671.27,BUY
2026-04-16T00:37:19.204257,74800,295250.68,BUY
2026-04-16T00:37:20.692716,75000,2696.58,BUY
2026-04-16T00:37:23.033953,75000,6217.3,BUY
2026-04-16T00:37:24.993519,75000,3445.82,BUY
2026-04-16T00:37:26.151568,75000,76034.46,BUY
2026-04-16T00:37:27.452063,75000,16480.42,BUY
2026-04-16T00:37:46.001385,75000,807217.74,BUY
2026-04-16T00:37:53.027311,75000,1123.81,BUY
2026-04-16T00:38:02.999039,75000,27795.62,BUY
2026-04-16T00:38:06.011028,75000,91571.79,BUY
2026-04-16T00:38:07.361176,75000,18060.15,BUY
2026-04-16T00:38:09.985473,75000,63781.17,BUY
2026-04-16T00:40:03.421447,75000,1498.54,BUY
2026-04-16T00:40:47.288904,74800,524.29,BUY
2026-04-16T00:41:24.983379,75000,13266.19,BUY
2026-04-16T00:42:46.395567,75000,3522.96,BUY
2026-04-16T00:42:47.489841,75000,12443.3,BUY
2026-04-16T00:43:19.200177,75000,599.66,BUY
2026-04-16T00:43:37.971304,75000,1124.4,BUY
2026-04-16T00:46:21.286267,74200,74.26,SELL
2026-04-16T00:46:38.465589,74800,2919.91,BUY
2026-04-16T00:48:56.152989,75000,22483.2,BUY
2026-04-16T00:54:25.553141,75000,449.43,BUY
2026-04-16T00:54:35.198335,74400,1040.34,SELL
2026-04-16T00:59:06.997611,75000,18741.62,BUY
2026-04-16T00:59:11.985887,75000,11396.41,BUY
2026-04-16T00:59:14.025309,75000,749.8,BUY
2026-04-16T01:00:10.430224,75000,374.91,BUY
2026-04-16T01:00:17.022522,74400,669.61,SELL
2026-04-16T01:00:24.150290,75000,387068.11,BUY
2026-04-16T01:00:37.981274,75000,43504.52,BUY
2026-04-16T01:00:40.055740,75000,3375.61,BUY
2026-04-16T01:00:43.083448,75000,12303.43,BUY
2026-04-16T01:00:49.429214,75000,675.21,BUY
2026-04-16T01:00:52.975094,75000,75953.74,BUY
2026-04-16T01:00:54.080901,75000,72724.42,BUY
2026-04-16T01:01:00.047543,75000,1351.11,BUY
2026-04-16T01:01:15.488721,75000,7580.28,BUY
2026-04-16T01:01:16.559799,75000,2252.11,BUY
2026-04-16T01:01:26.999082,75000,17267.99,BUY
2026-04-16T01:01:36.300219,75200,17725.63,BUY
2026-04-16T01:01:37.309718,75000,64059.36,BUY
2026-04-16T01:01:38.390816,75200,4281.38,BUY
2026-04-16T01:01:41.113014,75200,8939.22,BUY
2026-04-16T01:01:42.968379,75200,37561.15,BUY
2026-04-16T01:02:05.041753,75000,150.2,BUY
2026-04-16T01:03:36.627959,74400,297.95,SELL
2026-04-16T01:04:09.487582,75200,156169.28,BUY
2026-04-16T01:04:10.598995,75200,1878.43,BUY
2026-04-16T01:04:12.252695,75200,20287.77,BUY
2026-04-16T01:04:19.400774,75200,12849.38,BUY
2026-04-16T01:04:20.999247,75200,26302.92,BUY
2026-04-16T01:04:24.661930,75200,1127.3,BUY
2026-04-16T01:04:30.005682,75200,63894.16,BUY
2026-04-16T01:04:31.053431,75200,225535.5,BUY
