trade_id,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl_usdt,pnl_pct,exit_reason,sl_price,tp1_price,tp2_price,tp1_hit,entry_total_score,entry_family_a,entry_family_b,s1_score,s2_score,s3_score,s4_score,s5_score,s6_score,s7_score,s1_zscore,s4_ls_ratio,s6_cvd,s7_taker_ratio,s3_cluster_distance,balance_before,balance_after,drawdown_at_entry,drawdown_at_exit,regime,hour_of_day,day_of_week
a55a73ba-23b4-44ec-97c7-3ff0714f75ba,2026-04-16T11:09:11.121311+00:00,2026-04-16T19:51:38.856275+00:00,SHORT,74290.0,75162.29,0.001,-0.8723,-1.1742,SL,75162.29,73243.26,72545.43,False,0,0,0,0,0,0,0,0,0,0,-0.5726,0.4242,-96572131.57,0.373919,111.14,10000.0,9999.13,0.0,0.0,1,11,3
